Id_dropped,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley_dropped,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_dropped,HeatingQC,CentralAir,Electrical,1stFlrSF_dropped,2ndFlrSF_dropped,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,logGrLivArea,sqrGarageCars,Bath,FlrSF,RemodAge,RecentRemod,BedroomRatio,hasFireplace,enc_FireplaceQu,logMasVnrArea,enc_ExterQual,Porch,trunLotArea,trunLotFrontage,trunBsmtSF,enc_BsmtQual,enc_CentralAir,hasCircuitBreaker,isPConc,enc_GarageFinish,isGarageAttached,enc_HeatingQC,enc_KitchenQual,isLotRegular,isLowDensity,enc_MasVnrType,enc_PavedDrive,isNewHome
308,50,RM,,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,319,319,GasA,TA,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,Fa,6,Typ,0,Null,Null,,Null,0,0,Null,Null,N,0,144,0,0,0,0,Null,MnPrv,Null,0,3,2008,WD,Normal,89500,11.402005077384883,7.249215057114389,0,1.0,1406,30,0,0.3333333333333333,0,0.0,0.0,0.0,144,7920,150.0,319,1.0,1.0,0,0,0.0,0,0.0,-1.0,0,0,0.0,0.0,0
309,30,RL,,12342,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262,Unf,0,599,861,GasA,Ex,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,TA,4,Typ,0,Null,Detchd,1961.0,Unf,2,539,TA,TA,Y,158,0,0,0,0,0,Null,Null,Null,0,3,2009,WD,Normal,82500,11.320565693461432,6.759255270663693,4,1.0,861,10,0,0.2,0,0.0,0.0,0.0,158,12342,150.0,861,1.0,1.0,1,0,1.0,0,2.0,0.0,0,1,0.0,2.0,0
310,20,RL,90.0,12378,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,622,1896,GasA,Ex,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,Ex,8,Typ,3,Ex,Attchd,2003.0,Fin,3,708,TA,TA,Y,208,175,0,0,0,0,Null,Null,Null,0,11,2006,WD,Normal,360000,12.793862088206213,7.573017256052546,9,2.0,1944,1,1,0.2727272727272727,1,2.0,0.0,1.0,383,12378,90.0,1896,3.0,1.0,1,1,3.0,1,2.0,2.0,0,1,0.0,2.0,0
311,60,RL,,7685,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518,Unf,0,179,697,GasA,Gd,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1993.0,Fin,2,420,TA,TA,Y,190,63,0,0,0,0,Null,Null,Null,0,5,2006,WD,Normal,165600,12.017336559562407,7.31455283232408,4,2.5,1501,1,1,0.3333333333333333,1,0.0,4.727387818712341,0.0,253,7685,150.0,697,2.0,1.0,1,1,3.0,1,1.0,1.0,0,1,1.0,2.0,0
312,20,RL,50.0,8000,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,0,292,972,GasA,Ex,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,5,2009,WD,Normal,132000,11.790564777297387,6.880384082186005,1,1.0,972,54,1,0.2857142857142857,1,1.0,0.0,0.0,0,8000,50.0,972,1.0,1.0,1,0,1.0,0,2.0,0.0,1,1,0.0,2.0,0
313,190,RM,65.0,7800,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,793,GasA,TA,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2,410,TA,TA,Y,0,0,0,0,271,0,Null,MnPrv,Null,0,5,2006,WD,Normal,119900,11.694421681264394,7.020190708311925,4,1.0,1118,11,0,0.375,1,1.0,0.0,0.0,0,7800,65.0,793,2.0,1.0,1,0,1.0,0,0.0,0.0,1,0,0.0,2.0,0
314,20,RL,150.0,215245,Pave,Null,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,80,2136,GasW,TA,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1965.0,RFn,2,513,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,6,2009,WD,Normal,375000,12.83468397161566,7.619233416226805,4,2.0,2036,0,0,0.2727272727272727,1,1.0,0.0,0.0,0,20000,150.0,2136,2.0,1.0,1,0,2.0,1,0.0,0.0,0,1,0.0,2.0,0
315,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,728,GasA,Ex,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2,546,Fa,TA,Y,0,0,234,0,0,0,Null,Null,Null,0,8,2006,WD,Normal,178000,12.08954444723597,7.403670290012373,4,1.5,1641,65,1,0.3333333333333333,1,1.0,0.0,0.0,0,9600,60.0,728,1.0,1.0,1,0,1.0,0,2.0,2.0,1,0,0.0,2.0,0
316,60,RL,71.0,7795,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425,Unf,0,291,716,GasA,Ex,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,432,TA,TA,Y,100,51,0,0,0,0,Null,Null,Null,0,7,2009,WD,Normal,188500,12.14685859089592,7.267525427828172,4,2.5,1432,1,1,0.3333333333333333,1,1.0,0.0,1.0,151,7795,71.0,716,2.0,1.0,1,1,3.0,1,2.0,1.0,0,1,0.0,2.0,0
317,60,RL,94.0,13005,Pave,Null,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,845,GasA,TA,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,1983.0,RFn,2,484,TA,TA,Y,288,195,0,0,0,0,Null,GdPrv,Null,0,8,2009,WD,Normal,260000,12.468440756144114,7.763871287820222,4,2.5,2353,0,0,0.2857142857142857,1,0.0,5.631211781821365,1.0,483,13005,94.0,845,2.0,1.0,1,0,2.0,1,0.0,2.0,0,1,1.0,2.0,0
318,60,FV,75.0,9000,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,1088,GasA,Ex,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,1025,TA,TA,Y,208,46,0,0,0,0,Null,Null,Null,0,12,2007,WD,Normal,270000,12.506180941677355,7.580699752224563,9,2.5,1959,0,1,0.2727272727272727,1,1.0,0.0,1.0,254,9000,75.0,1088,2.0,1.0,1,1,2.0,1,2.0,1.0,1,1,0.0,2.0,0
319,60,RL,90.0,9900,Pave,Null,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,1347,GasA,Ex,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,656,TA,TA,Y,340,60,144,0,0,0,Null,Null,Null,0,4,2009,WD,Normal,260000,12.468440756144114,7.881182202227102,9,2.5,2646,0,1,0.3076923076923077,1,0.0,5.54907608489522,1.0,400,9900,90.0,1347,2.0,1.0,1,1,2.0,1,2.0,1.0,1,1,1.0,2.0,0
320,80,RL,,14115,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,336,1372,GasA,TA,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,1980.0,Unf,2,588,TA,TA,Y,233,48,0,0,0,0,Null,Null,Null,0,6,2009,WD,Normal,187500,12.141539457711714,7.29505641646263,4,2.0,1472,0,0,0.3333333333333333,1,0.0,5.420534999272286,0.0,281,14115,150.0,1372,2.0,1.0,1,0,1.0,1,0.0,0.0,1,1,1.0,2.0,0
321,60,RL,111.0,16259,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,1249,1249,GasA,Ex,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,Typ,0,Null,Attchd,2006.0,RFn,3,840,TA,TA,Y,240,154,0,0,0,0,Null,Null,Null,0,9,2006,New,Partial,342643,12.74444728628135,7.862112211662748,9,3.5,2596,0,1,0.3076923076923077,0,0.0,5.916202062607435,0.0,394,16259,111.0,1249,3.0,1.0,1,1,2.0,1,2.0,1.0,1,1,2.0,2.0,1
322,60,RL,99.0,12099,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970,Unf,0,166,1136,GasA,Ex,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,872,TA,TA,Y,184,154,0,0,0,0,Null,Null,Null,0,6,2007,WD,Normal,354000,12.777055016970678,7.81156848934518,9,2.5,2468,0,1,0.2857142857142857,1,1.0,5.963579343618446,1.0,338,12099,99.0,1136,3.0,1.0,1,1,3.0,1,2.0,1.0,0,1,1.0,2.0,0
323,60,RL,86.0,10380,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,0,1502,GasA,Ex,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1987.0,Fin,2,576,TA,TA,Y,201,96,0,0,0,0,Null,MnPrv,Null,0,8,2007,WD,Normal,301000,12.614868865984633,7.912423121473705,4,2.5,2730,1,1,0.3333333333333333,1,0.0,5.153291594497779,1.0,297,10380,86.0,1502,1.0,1.0,1,0,3.0,1,2.0,1.0,0,1,1.0,2.0,0
324,20,RM,49.0,5820,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,0,906,1162,GasA,Ex,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,Null,Attchd,1955.0,Unf,1,220,Fa,TA,Y,142,98,0,0,0,0,Null,Null,Null,0,7,2006,WD,Normal,126175,11.745433036677351,7.059617628291383,1,1.0,1163,50,1,0.3333333333333333,0,0.0,0.0,0.0,240,5820,49.0,1162,1.0,1.0,1,0,1.0,1,2.0,0.0,1,0,0.0,2.0,0
325,80,RL,96.0,11275,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,0,710,710,GasA,Ex,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,Gd,BuiltIn,1961.0,Fin,2,564,TA,TA,Y,240,0,0,0,0,0,Null,Null,Null,0,6,2010,WD,Normal,242000,12.396697137361691,7.999342952713282,4,2.5,2978,40,1,0.3125,1,1.0,5.707110264748875,1.0,240,11275,96.0,710,2.0,1.0,1,0,3.0,1,2.0,1.0,1,1,1.0,2.0,0
326,45,RM,50.0,5000,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116,Unf,0,604,720,GasA,Po,N,FuseF,803,0,0,803,0,0,1,0,2,1,TA,5,Typ,0,Null,Detchd,1941.0,Unf,2,360,TA,TA,Y,0,0,244,0,0,0,Null,Null,Null,0,12,2007,WD,Normal,87000,11.373674891823535,6.6895992691789665,4,1.0,803,9,0,0.2857142857142857,0,0.0,0.0,0.0,0,5000,50.0,720,1.0,0.0,0,0,1.0,0,-2.0,0.0,1,0,0.0,2.0,0
327,120,RL,32.0,10846,Pave,Null,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,Unf,0,100,1719,GasA,Ex,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,1993.0,Fin,2,473,TA,TA,Y,122,30,0,0,0,0,Null,Null,Null,0,5,2008,Con,Normal,324000,12.688501881189456,7.450079569807499,4,1.5,1719,0,1,0.14285714285714285,1,1.0,0.0,1.0,152,10846,32.0,1719,2.0,1.0,1,1,3.0,1,2.0,1.0,0,1,0.0,2.0,0
328,20,RL,80.0,11600,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,565,Unf,0,818,1383,GasA,TA,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,0,Null,Attchd,1960.0,RFn,1,292,TA,TA,Y,0,45,0,0,0,0,Null,Null,Null,0,4,2006,WD,Normal,145250,11.886218559372042,7.232733136177615,1,1.5,1383,0,0,0.3,0,0.0,5.170483995038151,0.0,45,11600,80.0,1383,1.0,1.0,1,0,2.0,1,0.0,0.0,1,1,1.0,2.0,0
329,75,RL,,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,844,844,GasA,Gd,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,Gd,10,Typ,0,Null,Detchd,1930.0,Unf,2,441,TA,TA,Y,0,60,268,0,0,0,Null,Null,Null,0,7,2009,WD,Normal,214500,12.276069679344005,7.666221925662725,4,2.0,2134,78,1,0.3333333333333333,0,0.0,0.0,0.0,60,11888,150.0,844,1.0,0.0,0,0,1.0,0,1.0,1.0,0,1,0.0,2.0,0
330,70,RM,60.0,6402,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,596,596,GasA,TA,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,TA,6,Typ,0,Null,Detchd,1920.0,Unf,1,189,Fa,Fa,N,0,0,137,0,0,0,Null,GdWo,Null,0,7,2009,WD,Normal,78000,11.264476926102368,7.084226422097916,1,1.0,1192,30,0,0.3333333333333333,0,0.0,0.0,0.0,0,6402,60.0,596,1.0,0.0,1,1,1.0,0,0.0,0.0,1,0,0.0,0.0,0
331,90,RL,,10624,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,GLQ,40,Rec,264,1424,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,TA,10,Typ,0,Null,Detchd,2002.0,Unf,1,352,TA,TA,Y,155,0,0,0,0,0,Null,Null,Null,0,11,2007,WD,Normal,119000,11.686887175419702,7.455298485683291,1,2.0,1728,0,0,0.375,0,0.0,4.442651256490317,0.0,155,10624,150.0,1728,1.0,1.0,1,0,1.0,0,0.0,0.0,0,1,1.0,2.0,0
332,20,RL,70.0,8176,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,846,Unf,0,210,1056,GasA,Fa,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,Null,Attchd,1958.0,RFn,1,308,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,8,2007,WD,Normal,139000,11.842236406331557,6.963189985870238,1,1.0,1056,34,1,0.3333333333333333,0,0.0,0.0,0.0,0,8176,70.0,1056,1.0,1.0,1,0,2.0,1,-1.0,0.0,1,1,0.0,2.0,0
333,20,RL,85.0,10655,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124,Null,479,1603,3206,GasA,Ex,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,RFn,3,880,TA,TA,Y,0,0,0,0,0,0,Null,Null,Null,0,10,2009,WD,Normal,284000,12.556733038263904,7.396335293800808,9,2.0,1629,1,1,0.3,1,1.0,5.6937321388027,1.0,0,10655,85.0,2500,2.0,1.0,1,1,2.0,1,2.0,1.0,0,1,1.0,2.0,0
334,120,RM,59.0,8198,Pave,Null,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,0,638,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,RFn,2,484,TA,TA,Y,192,30,0,0,0,0,Null,Null,Null,0,7,2008,WD,Normal,207000,12.240478903153711,7.214504414151143,4,2.0,1358,0,1,0.25,1,1.0,4.990432586778736,1.0,222,8198,59.0,1358,2.0,1.0,1,1,2.0,1,2.0,1.0,1,0,2.0,2.0,0
335,60,RL,59.0,9042,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,943,GasA,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998.0,Fin,2,472,TA,TA,Y,100,38,0,0,0,0,Null,Null,Null,0,7,2008,WD,Normal,192000,12.165255859329688,7.40184157874383,4,2.5,1638,0,1,0.3,1,0.0,0.0,0.0,138,9042,59.0,943,2.0,1.0,1,1,3.0,1,1.0,0.0,0,1,0.0,2.0,0
336,190,RL,,164660,Grvl,Null,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,1499,GasA,Ex,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2,529,TA,TA,Y,670,0,0,0,0,0,Null,Null,Shed,700,8,2008,WD,Normal,228950,12.34126328584159,7.488293515159428,4,2.0,1786,0,0,0.3,1,1.0,0.0,0.0,670,20000,150.0,1499,1.0,1.0,1,0,3.0,1,2.0,0.0,0,1,0.0,2.0,0
337,20,RL,86.0,14157,Pave,Null,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,Unf,0,673,1922,GasA,Ex,Y,SBrkr,1922,0,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3,676,TA,TA,Y,178,51,0,0,0,0,Null,Null,Null,0,7,2007,WD,Normal,377426,12.841132451487937,7.56164174558878,9,2.0,1922,1,1,0.2727272727272727,1,1.0,5.303304908059076,1.0,229,14157,86.0,1922,3.0,1.0,1,1,3.0,1,2.0,1.0,0,1,2.0,2.0,0
338,20,RL,70.0,9135,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810,Unf,0,726,1536,GasA,Ex,Y,SBrkr,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,Null,Attchd,2002.0,RFn,2,532,TA,TA,Y,192,74,0,0,0,0,Null,Null,Null,0,12,2008,WD,Normal,214000,12.273735966890268,7.337587743538596,4,2.0,1536,1,1,0.3,0,0.0,4.736198448394496,1.0,266,9135,70.0,1536,2.0,1.0,1,1,2.0,1,2.0,1.0,1,1,1.0,2.0,0
339,20,RL,91.0,14145,Pave,Null,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213,Unf,0,995,1208,GasA,Ex,Y,SBrkr,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,Null,Attchd,1984.0,RFn,2,440,TA,TA,Y,108,45,0,0,0,0,Null,Null,Shed,400,5,2006,WD,Normal,202500,12.218500103788145,7.3914152346753585,4,2.0,1621,14,1,0.2727272727272727,0,0.0,0.0,1.0,153,14145,91.0,1208,2.0,1.0,1,0,2.0,1,2.0,1.0,1,1,0.0,2.0,0
340,20,RL,66.0,12400,Pave,Null,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585,Unf,0,630,1215,GasA,TA,Y,FuseA,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,Null,Attchd,1958.0,Unf,1,297,TA,TA,Y,0,0,0,0,234,0,Null,Null,Null,0,6,2009,WD,Normal,155000,11.951186847493476,7.103322062526113,1,1.0,1215,40,1,0.3333333333333333,0,0.0,5.176149732573829,0.0,0,12400,66.0,1215,1.0,1.0,0,0,1.0,1,0.0,0.0,0,1,1.0,2.0,0
341,60,RL,85.0,14191,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,967,967,GasA,Ex,Y,SBrkr,993,915,0,1908,0,0,2,1,4,1,Gd,9,Typ,0,Null,Attchd,2002.0,Fin,2,431,TA,TA,Y,135,0,0,0,0,0,Null,Null,Null,0,4,2010,WD,Normal,202900,12.220473454337986,7.554334823725748,4,2.5,1908,0,1,0.3076923076923077,0,0.0,0.0,1.0,135,14191,85.0,967,2.0,1.0,1,1,3.0,1,2.0,1.0,1,1,0.0,2.0,0
342,20,RH,60.0,8400,Pave,Null,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,721,721,GasA,Gd,Y,SBrkr,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,Null,CarPort,1950.0,Unf,1,294,TA,TA,N,250,0,24,0,0,0,Null,Null,Null,0,9,2009,WD,Normal,82000,11.31448672129398,6.7357800142423265,1,1.0,841,0,0,0.3333333333333333,0,0.0,0.0,-1.0,250,8400,60.0,721,1.0,1.0,1,0,1.0,0,1.0,0.0,1,0,0.0,0.0,0
